,T1,T2,Season,1Seed-2Seed,ScoreAvgDiff,NumotAvgDiff,FgmAvgDiff,FgaAvgDiff,Fgm3AvgDiff,Fga3AvgDiff,FtmAvgDiff,FtaAvgDiff,OrAvgDiff,DrAvgDiff,AstAvgDiff,ToAvgDiff,StlAvgDiff,BlkAvgDiff,PfAvgDiff,ScorediffAvgDiff,WinAvgDiff,T1 WL
3047,South Florida,UNLV,2012,6,-17.125,-0.09375,-5.53125,-9.25,-3.71875,-7.53125,-2.34375,-4.0625,-0.9375,-2.9375,-5.9375,-0.03125,-2.5625,-1.3125,-2,-8.09375,-0.15625,0
3048,Ohio,UNLV,2012,7,-5.72537879,-0.12594697,-2.35511364,-0.90909091,-1.070075758,-0.58522727,0.05492424,0.15909091,1.3844697,-4.70454545,-4.62310606,-0.50662879,1.329545455,-2.178030303,2.38257576,-2.048295455,0.037878788,0
3049,Belmont,UNLV,2012,8,5.45643939,-0.095643939,1.19034091,0,0.505681818,0.80871212,2.57007576,1.97727273,0.20265152,-1.46212121,-0.22916667,-1.50662879,-0.761363636,-2.632575758,0.89772727,4.28503788,0.037878788,1
3050,Detroit,UNLV,2012,9,-5.05871212,-0.12594697,-2.4157197,-3.33333333,-3.857954545,-7.25189394,3.63068182,3.31060606,0.41477273,-4.67424242,-4.98674242,-0.96117424,-0.821969697,-0.390151515,1.89772727,-6.654356061,-0.143939394,0
3051,Lamar,UNLV,2012,10,-3.3125,-0.125,-1.34375,1.09375,-4.0625,-9.5,3.4375,3.59375,2.65625,-1,-5.125,-1.59375,-0.25,-0.5,0.15625,-2.84375,-0.09375,0
3052,Vermont,UNLV,2012,10,-8.70220588,-0.068014706,-3.24816176,-5.02941176,-2.900735294,-6.66544118,0.69485294,-0.69117647,-0.25367647,-1.95588235,-4.29779412,-1.36580882,-1.889705882,-2.492647059,-0.05147059,-2.858455882,-0.073529412,0
3053,Kentucky,UNLV,2012,-5,0.73897059,-0.15625,0.60477941,-1.41176471,-2.577205882,-6.87132353,2.10661765,1.86764706,1.1875,0.36764706,-4.32720588,-2.36580882,-1.801470588,3.919117647,-2.81617647,8.08272059,0.191176471,1
3054,Duke,UNLV,2012,-4,1.57765152,-0.095643939,-0.96117424,-1.72727273,-0.191287879,-0.70643939,3.69128788,4.73484848,0.59659091,-1.58333333,-5.10795455,-1.53693182,-1.882575758,-0.84469697,0.80681818,-0.533143939,0.068181818,1
3055,Baylor,UNLV,2012,-3,-1.66477273,-0.12594697,-0.62784091,-2,-1.585227273,-4.46401515,1.17613636,-0.32575758,0.80871212,-2.34090909,-2.83522727,0.12973485,-0.488636364,-0.238636364,0.26136364,-0.59375,0.037878788,1
3056,Indiana,UNLV,2012,-2,1.33522727,-0.15625,-0.74905303,-4.6969697,-1.918560606,-7.55492424,4.75189394,4.09848485,-0.52462121,-2.12878788,-4.13825758,-0.96117424,-1.700757576,-1.511363636,0.20075758,2.13352273,0.007575758,1
3057,Wichita St,UNLV,2012,-1,0.96572581,-0.027217742,0.66834677,-0.96774194,-1.3125,-3.40927419,0.94153226,-0.65322581,-0.40927419,0.71774194,-3.0141129,-1.62197581,-2.125,-0.907258065,-0.34274194,4.56754032,0.088709677,1
3058,Syracuse,Notre Dame,2012,-6,8.0909091,-0.090909091,4.66666667,6.15151515,-0.03030303,-1,-1.21212121,-1.27272727,2.45454546,-1.15151515,1.33333334,0.51515152,4.424242424,3.666666667,1.36363636,9.21212121,0.272727272,1
3059,Ohio St,Notre Dame,2012,-5,8.2798574,-0.121212121,4.67914438,4.057041,-1.571301248,-4.63279858,0.49286988,0.99643494,1.60962567,1.30124777,0.48573976,1.58734403,2.024064171,-0.424242424,2.30124777,10.73618538,0.12745098,1
3060,Florida St,Notre Dame,2012,-4,3.84848485,0,2.36363636,2.09090909,-0.272727272,-2.0909091,-0.6060606,-0.72727273,1.3939394,1.27272727,-2.27272727,6.24242424,2.424242424,2.515151515,5,2.454545454,0.06060606,1
3061,Wisconsin,Notre Dame,2012,-3,-2.6060606,-0.06060606,-0.78787879,-0.84848485,1.181818182,1.57575757,-2.21212121,-3.87878788,-0.575757573,0.33333333,-2.81818181,-1.06060606,0.03030303,0.060606061,0.45454545,6.03030303,0.06060606,1
3062,Vanderbilt,Notre Dame,2012,-2,6.42691623,-0.032976827,1.79679144,0.73351159,2.2228164,2.69073083,0.61051694,1.17290553,0.13903744,0.3600713,-1.6319073,3.14616756,0.759358289,0.575757576,2.271836,2.971479501,0.039215686,1
3063,Cincinnati,Notre Dame,2012,-1,2.01515152,-0.003565062,2.14973262,6.61586453,0.7228164,1.33778966,-3.00713012,-2.59180036,3.22727273,-1.05169341,-1.51426024,0.55793226,2.935828877,1.16399287,1.38948306,2.353832442,0.039215686,1
3064,Gonzaga,Notre Dame,2012,0,7.48289346,-0.088954056,2.02639296,-0.35092864,-0.03714565,-2.51515152,3.46725318,4.65298143,0.69501467,2.40371456,-0.742913,3.32453568,1.624633431,-0.133919843,1.40371456,5.80449658,0.139784946,1
3065,Kansas St,Notre Dame,2012,1,4.93450636,-0.024437927,1.92961877,3.0684262,-0.714565005,-2.83773217,1.78983382,3.94330401,3.95307918,-0.7253177,-0.03323558,4.45356794,0.979472141,1.382209189,6.3714565,2.739980449,0.010752688,1
3066,Southern Miss,Notre Dame,2012,2,4.257087,0.104594331,0.80058651,4.84261975,-0.262952101,-2.16031281,2.91886608,3.16911046,3.43695015,-1.30596286,-3.742913,0.77614858,0.68914956,-0.488758553,5.43597263,-0.453567938,0.075268817,0
3067,West Virginia,Notre Dame,2012,3,5.14015152,0.097537879,2.77840909,5.22064394,-1.080492424,-1.82765152,0.66382576,2.09753788,4.72727273,-0.38257576,0.10890152,2.84469697,1.318181818,-0.861742424,3.05492424,0.49905303,-0.072916667,0
3068,Texas,Notre Dame,2012,4,6.57575758,-0.06060606,1.81818182,3.60606061,-0.666666666,-1.90909091,3.60606061,4.3030303,3.15151515,-1,-2.12121212,2.54545455,1.636363636,0.212121212,5.75757576,1.272727272,-0.060606061,0
3069,Harvard,Notre Dame,2012,5,-1.41588296,-0.086729362,-0.87460815,-5.6123302,-0.631138976,-3.20480669,0.96447231,0.15464995,-1.721003132,0.62173458,-1.58829676,2.48693835,0.680250784,0.989550679,1.41483803,5.06478579,0.195402299,0
3070,Montana,Notre Dame,2012,6,4.75653083,-0.086729362,1.9184953,0.00835946,-0.010449321,-2.75653083,0.92998955,0.98223616,-1.51410658,0.38035527,-0.65726227,2.38349007,1.921630094,0.334378266,4.79414838,4.064785789,0.126436781,0
3071,St Bonaventure,Notre Dame,2012,7,4.19257087,-0.024437927,1.18768328,-0.4799609,-1.03714565,-3.70869991,2.85434995,2.36265885,1.1143695,0.53274682,-0.67839687,4.16324536,0.527859237,0.769305963,4.8230694,0.707722385,-0.021505377,0
3072,Loyola MD,Notre Dame,2012,8,1.10890152,-0.121212121,0.09090909,0.72064394,-1.424242424,-4.82765152,2.35132576,3.00378788,3.00852273,-1.69507576,-2.48484848,3.43844697,2.599431818,0.919507576,5.11742424,-1.18844697,0.083333333,0
3073,UNC Asheville,Notre Dame,2012,9,12.04848485,-0.087878788,2.85757576,1.93939394,-0.024242424,-1.11515152,6.35757576,6.57878788,0.32727273,-1.02424243,0.81515152,3.46969697,2.884848485,-1.190909091,4.17575757,1.23030303,0.033333333,0
3074,North Carolina,Notre Dame,2012,-6,15.48573976,-0.121212121,7.09090909,12.057041,-1.365418895,-4.60338681,2.66934047,4.67290553,5.40374332,5.62477718,2.95632799,1.73440285,1.64171123,2.16399287,1.03654189,10.14795009,0.186274509,1
3075,Kansas,Notre Dame,2012,-5,8.54545455,-0.090909091,3.75757576,1.87878788,-0.424242424,-2.75757576,1.45454546,2.42424243,0.84848485,2.03030303,1.12121213,3.24242424,2.212121212,2.212121212,3.87878788,8.12121212,0.151515151,1
3076,Georgetown,Notre Dame,2012,-4,1.94848485,0.012121212,1.32424242,-0.19393939,-0.957575757,-3.58181819,0.25757576,0.71212121,1.02727273,1.27575757,-0.98484848,2.56969697,1.051515151,1.442424243,4.07575757,4.363636363,0.066666666,1
3077,Michigan,Notre Dame,2012,-3,0.26515152,-0.027462121,0.96590909,-0.96685606,1.700757576,3.51609848,-3.36742424,-5.05871212,-1.77272727,-1.66382576,-1.73484848,0.90719697,-0.213068182,-1.330492424,1.99242424,-0.46969697,0.052083333,1
3078,Temple,Notre Dame,2012,-2,9.54740958,0.040078202,4.38123167,4.81036168,0.866080157,-1.38611926,-0.08113392,-0.4115347,0.24340176,0.75855327,1.12805475,2.485826,2.04398827,0.737047899,3.91984359,1.159335288,0.107526881,0
3079,San Diego St,Notre Dame,2012,-1,3.64418378,0.007820137,2.28445748,2.58455523,-0.843597263,-2.96676442,-0.08113392,0.0400782,0.2111437,2.33919843,-2.16226783,2.67937439,0.237536657,-1.101661779,2.40371456,0.901270772,0.107526881,0
3080,St Mary's CA,Notre Dame,2012,0,7.31515152,-0.087878788,2.55757576,1.20606061,0.775757576,1.38484848,1.42424243,1.37878788,1.16060606,1.00909091,0.91515152,1.7030303,1.618181818,-0.490909091,2.17575757,5.96363636,0.166666666,1
3081,Creighton,Notre Dame,2012,1,13.54545455,-0.06060606,5.12121212,2,1.757575758,-0.24242425,1.54545455,1.45454546,-0.757575755,2.87878788,3.42424243,2.24242424,-0.393939394,-1.121212121,3.3030303,5.51515151,0.181818181,0
3082,Alabama,Notre Dame,2012,2,-1.54734848,-0.058712121,0.71590909,-0.74810606,-2.392992424,-5.35890152,-0.58617424,-1.02746212,0.53977273,0.61742424,-2.20359848,2.90719697,2.130681818,0.732007576,4.64867424,1.84280303,-0.010416667,1
3083,Purdue,Notre Dame,2012,3,5.6969697,-0.121212121,2.63636364,4.87878788,1.787878788,2.27272727,-1.36363636,-0.36363636,1,-2,-0.78787878,-1.363636363,1.363636363,-0.181818182,4.03030303,1.212121212,-0.030303031,0
3084,NC State,Notre Dame,2012,4,6.89750446,-0.091800356,3.76737968,4.58645276,-1.071301248,-4.45632799,0.43404635,0.614082,1.87433155,1.271836,1.48573976,2.79322638,1.729946524,0.634581105,3.271836,0.383244206,-0.019607843,0
3085,California,Notre Dame,2012,5,5.18181819,-0.121212121,3.51515151,2.09090909,-1.787878788,-6.90909091,-0.06060606,-1.12121212,-0.3030303,1.15151515,1.57575758,2.21212121,-0.393939394,-0.272727272,0.63636363,4.909090909,0.06060606,0
3086,South Florida,Notre Dame,2012,5,-7.67234848,-0.058712121,-1.72159091,-4.31060606,-1.830492424,-4.73390152,-2.39867424,-3.43371212,0.10227273,-0.44507576,-2.85984848,3.65719697,0.380681818,0.138257576,1.61742424,-3.46969697,-0.072916667,0
3087,Ohio,Notre Dame,2012,6,3.72727273,-0.090909091,1.45454545,4.03030303,0.818181818,2.21212121,0,0.78787879,2.42424243,-2.21212121,-1.54545454,3.18181818,4.272727273,-0.727272727,6,2.575757575,0.121212121,0
3088,Belmont,Notre Dame,2012,7,14.90909091,-0.06060606,5,4.93939394,2.393939394,3.6060606,2.51515152,2.60606061,1.24242425,1.03030303,2.84848485,2.18181818,2.181818182,-1.181818182,4.51515151,8.90909091,0.121212121,1
3089,Detroit,Notre Dame,2012,8,4.3939394,-0.090909091,1.39393939,1.60606061,-1.969696969,-4.45454546,3.57575758,3.93939394,1.45454546,-2.18181818,-1.9090909,2.72727273,2.121212121,1.060606061,5.51515151,-2.030303031,-0.060606061,0
3090,Lamar,Notre Dame,2012,9,6.14015152,-0.089962121,2.46590909,6.03314394,-2.174242424,-6.70265152,3.38257576,4.22253788,3.69602273,1.49242424,-2.04734848,2.09469697,2.693181818,0.950757576,3.77367424,1.78030303,-0.010416667,0
3091,Vermont,Notre Dame,2012,9,0.75044564,-0.032976827,0.56149733,-0.09001782,-1.012477718,-3.8680927,0.6399287,-0.06238859,0.78609626,0.53654189,-1.2201426,2.32263815,1.053475936,-1.041889483,3.56595365,1.765597148,0.009803921,0
3092,Kentucky,Notre Dame,2012,-6,10.19162211,-0.121212121,4.4144385,3.52762923,-0.688948306,-4.07397505,2.05169341,2.49643494,2.22727273,2.8600713,-1.24955436,1.32263815,1.14171123,5.369875223,0.80124777,12.70677362,0.274509804,1
3093,Duke,Notre Dame,2012,-5,11.03030304,-0.06060606,2.84848485,3.21212121,1.696969697,2.09090909,3.63636364,5.36363636,1.63636364,0.90909091,-2.03030303,2.15151515,1.06060606,0.606060606,4.42424242,4.090909091,0.151515151,1
3094,Baylor,Notre Dame,2012,-4,7.78787879,-0.090909091,3.18181818,2.93939394,0.303030303,-1.66666667,1.12121212,0.3030303,1.84848485,0.15151515,0.24242425,3.81818182,2.454545454,1.212121212,3.87878788,4.03030303,0.121212121,1
3095,Indiana,Notre Dame,2012,-3,10.78787879,-0.121212121,3.06060606,0.24242424,-0.03030303,-4.75757576,4.6969697,4.72727273,0.51515152,0.36363636,-1.06060606,2.72727273,1.242424242,-0.06060606,3.81818182,6.75757576,0.090909091,1
3096,Wichita St,Notre Dame,2012,-2,10.41837733,0.007820137,4.47800586,3.971652,0.575757576,-0.61192571,0.88660802,-0.02443793,0.63049854,3.21016618,0.06353862,2.06647116,0.818181818,0.543499511,3.2746823,9.19159335,0.17204301,1
3097,UNLV,Notre Dame,2012,-1,9.45265152,0.035037879,3.80965909,4.93939394,1.888257576,2.79734848,-0.05492424,0.62878788,1.03977273,2.49242424,3.07765152,3.68844697,2.943181818,1.450757576,3.61742424,4.62405303,0.083333333,1
3098,Syracuse,Iowa St,2012,-7,1.38825758,0.03030303,2.70075758,3.80587121,-2.481060606,-4.85984848,-1.53219697,-2.58901515,1.88352273,-3.26893939,1.22443182,-1.98579545,3.731060606,4.278409091,-0.94128788,7.71306818,0.251893939,1
3099,Ohio St,Iowa St,2012,-6,1.57720588,0,2.71323529,1.71139706,-4.022058824,-8.49264706,0.17279412,-0.31985294,1.03860294,-0.81617647,0.37683824,-0.91360294,1.330882353,0.1875,-0.00367647,9.23713235,0.106617647,1
3100,Florida St,Iowa St,2012,-5,-2.85416667,0.121212121,0.39772727,-0.25473485,-2.723484848,-5.95075758,-0.92613636,-2.04356061,0.82291667,-0.84469697,-2.38162879,3.74147727,1.731060606,3.126893939,2.69507576,0.955492424,0.039772727,1
3101,Wisconsin,Iowa St,2012,-4,-9.30871212,0.060606061,-2.75378788,-3.19412879,-1.268939394,-2.28409091,-2.53219697,-5.19507576,-1.146780303,-1.78409091,-2.92708333,-3.56155303,-0.662878788,0.672348485,-1.85037879,4.53125,0.039772727,1
3102,Vanderbilt,Iowa St,2012,-3,-0.27573529,0.088235294,-0.16911765,-1.61213235,-0.227941176,-1.16911765,0.29044118,-0.14338235,-0.43198529,-1.75735294,-1.74080882,0.64522059,0.066176471,1.1875,-0.03308824,1.472426471,0.018382353,1
3103,Cincinnati,Iowa St,2012,-2,-4.6875,0.117647059,0.18382353,4.27022059,-1.727941176,-2.52205882,-3.32720588,-3.90808824,2.65625,-3.16911765,-1.62316176,-1.94301471,2.242647059,1.775735294,-0.91544118,0.854779412,0.018382353,1
3104,Gonzaga,Iowa St,2012,-1,0.78024194,0.032258065,0.06048387,-2.69657258,-2.487903226,-6.375,3.14717742,3.33669355,0.12399194,0.28629032,-0.85181452,0.82358871,0.931451613,0.477822581,-0.90120968,4.30544355,0.118951613,1
3105,Kansas St,Iowa St,2012,0,-1.76814516,0.096774194,-0.03629032,0.72278226,-3.165322581,-6.69758065,1.46975806,2.62701613,3.38205645,-2.84274194,-0.1421371,1.95262097,0.286290323,1.993951613,4.06653226,1.240927419,-0.010080645,1
3106,Southern Miss,Iowa St,2012,1,-2.44556452,0.225806452,-1.16532258,2.49697581,-2.713709677,-6.02016129,2.59879032,1.85282258,2.86592742,-3.4233871,-3.85181452,-1.72479839,-0.004032258,0.122983871,3.13104839,-1.952620968,0.054435484,0
3107,West Virginia,Iowa St,2012,2,-1.5625,0.21875,0.8125,2.875,-3.53125,-5.6875,0.34375,0.78125,4.15625,-2.5,0,0.34375,0.625,-0.25,0.75,-1,-0.09375,1
3108,Texas,Iowa St,2012,3,-0.12689394,0.060606061,-0.14772727,1.26041667,-3.117424242,-5.76893939,3.28598485,2.98674242,2.58049242,-3.11742424,-2.23011364,0.04450758,0.943181818,0.823863636,3.45265152,-0.226325758,-0.081439394,1
3109,Harvard,Iowa St,2012,4,-8.11853448,0.034482759,-2.84051724,-7.95797414,-3.081896552,-7.06465517,0.64439655,-1.16163793,-2.292025862,-1.49568966,-1.69719828,-0.01400862,-0.012931034,1.601293103,-0.89008621,3.56573276,0.174568966,0
3110,Montana,Iowa St,2012,5,-1.94612069,0.034482759,-0.04741379,-2.33728448,-2.461206897,-6.61637931,0.60991379,-0.33405172,-2.08512931,-1.73706897,-0.76616379,-0.1174569,1.228448276,0.94612069,2.48922414,2.565732759,0.105603448,0
3111,St Bonaventure,Iowa St,2012,6,-2.51008065,0.096774194,-0.77822581,-2.82560484,-3.487903226,-7.56854839,2.53427419,1.04637097,0.54334677,-1.58467742,-0.78729839,1.66229839,-0.165322581,1.381048387,2.51814516,-0.791330645,-0.04233871,0
3112,Loyola MD,Iowa St,2012,7,-5.59375,0,-1.875,-1.625,-3.875,-8.6875,2.03125,1.6875,2.4375,-3.8125,-2.59375,0.9375,1.90625,1.53125,2.8125,-2.6875,0.0625,0
3113,UNC Asheville,Iowa St,2012,8,5.34583333,0.033333333,0.89166667,-0.40625,-2.475,-4.975,6.0375,5.2625,-0.24375,-3.14166667,0.70625,0.96875,2.191666667,-0.579166667,1.87083333,-0.26875,0.0125,0
3114,North Carolina,Iowa St,2012,-7,8.78308824,0,5.125,9.71139706,-3.816176471,-8.46323529,2.34926471,3.35661765,4.83272059,3.50735294,2.84742647,-0.76654412,0.948529412,2.775735294,-1.26838235,8.64889706,0.165441176,1
3115,Kansas,Iowa St,2012,-6,1.84280303,0.03030303,1.79166667,-0.46685606,-2.875,-6.61742424,1.1344697,1.10795455,0.27746212,-0.08712121,1.01231061,0.74147727,1.518939394,2.823863636,1.57386364,6.62215909,0.130681818,1
3116,Georgetown,Iowa St,2012,-5,-4.75416667,0.133333333,-0.64166667,-2.53958333,-3.408333333,-7.44166667,-0.0625,-0.60416667,0.45625,-0.84166667,-1.09375,0.06875,0.358333333,2.054166667,1.77083333,2.864583333,0.045833333,1
3117,Michigan,Iowa St,2012,-4,-6.4375,0.09375,-1,-3.3125,-0.75,-0.34375,-3.6875,-6.375,-2.34375,-3.78125,-1.84375,-1.59375,-0.90625,-0.71875,-0.3125,-1.96875,0.03125,1
3118,Temple,Iowa St,2012,-3,2.84475806,0.161290323,2.41532258,2.46471774,-1.584677419,-5.24596774,-0.40120968,-1.72782258,-0.32762097,-1.35887097,1.01915323,-0.01512097,1.350806452,1.348790323,1.61491935,-0.339717742,0.086693548,1
3119,San Diego St,Iowa St,2012,-2,-3.05846774,0.129032258,0.31854839,0.23891129,-3.294354839,-6.8266129,-0.40120968,-1.27620968,-0.35987903,0.22177419,-2.27116935,0.17842742,-0.455645161,-0.489919355,0.09879032,-0.597782258,0.086693548,1
3120,St Mary's CA,Iowa St,2012,-1,0.6125,0.033333333,0.59166667,-1.13958333,-1.675,-2.475,1.10416667,0.0625,0.58958333,-1.10833333,0.80625,-0.79791667,0.925,0.120833333,-0.12916667,4.46458333,0.145833333,1
3121,Creighton,Iowa St,2012,0,6.84280303,0.060606061,3.15530303,-0.34564394,-0.693181818,-4.10227273,1.22537879,0.13825758,-1.328598485,0.76136364,3.31534091,-0.25852273,-1.087121212,-0.509469697,0.99810606,4.01609848,0.160984848,1
3122,Alabama,Iowa St,2012,1,-8.25,0.0625,-1.25,-3.09375,-4.84375,-9.21875,-0.90625,-2.34375,-0.03125,-1.5,-2.3125,0.40625,1.4375,1.34375,2.34375,0.34375,-0.03125,1
3123,Purdue,Iowa St,2012,2,-1.00568182,0,0.67045455,2.53314394,-0.662878788,-1.58712121,-1.68371212,-1.67992424,0.42897727,-4.11742424,-0.8967803,-3.864583333,0.670454545,0.429924242,1.72537879,-0.286931818,-0.051136364,1
3124,NC State,Iowa St,2012,3,0.19485294,0.029411765,1.80147059,2.24080882,-3.522058824,-8.31617647,0.11397059,-0.70220588,1.30330882,-0.84558824,1.37683824,0.29227941,1.036764706,1.246323529,0.96691176,-1.115808824,-0.040441176,0
3125,California,Iowa St,2012,4,-1.52083333,0,1.54924242,-0.25473485,-4.238636364,-10.76893939,-0.38068182,-2.4375,-0.87405303,-0.96590909,1.46685606,-0.28882576,-1.087121212,0.339015152,-1.66856061,3.410037879,0.039772727,1
3126,South Florida,Iowa St,2012,4,-14.375,0.0625,-3.6875,-6.65625,-4.28125,-8.59375,-2.71875,-4.75,-0.46875,-2.5625,-2.96875,1.15625,-0.3125,0.75,-0.6875,-4.96875,-0.09375,0
3127,Ohio,Iowa St,2012,5,-2.97537879,0.03030303,-0.51136364,1.68465909,-1.632575758,-1.64772727,-0.32007576,-0.52840909,1.8532197,-4.32954545,-1.65435606,0.68087121,3.579545455,-0.115530303,3.69507576,1.076704545,0.100378788,0
3128,Belmont,Iowa St,2012,6,8.20643939,0.060606061,3.03409091,2.59375,-0.056818182,-0.25378788,2.19507576,1.28977273,0.67140152,-1.08712121,2.73958333,-0.31912879,1.488636364,-0.570075758,2.21022727,7.41003788,0.100378788,1
3129,Detroit,Iowa St,2012,7,-2.30871212,0.03030303,-0.5719697,-0.73958333,-4.420454545,-8.31439394,3.25568182,2.62310606,0.88352273,-4.29924242,-2.01799242,0.22632576,1.428030303,1.672348485,3.21022727,-3.529356061,-0.081439394,0
3130,Lamar,Iowa St,2012,8,-0.5625,0.03125,0.5,3.6875,-4.625,-10.5625,3.0625,2.90625,3.125,-0.625,-2.15625,-0.40625,2,1.5625,1.46875,0.28125,-0.03125,0
3131,Vermont,Iowa St,2012,8,-5.95220588,0.088235294,-1.40441176,-2.43566176,-3.463235294,-7.72794118,0.31985294,-1.37867647,0.21507353,-1.58088235,-1.32904412,-0.17830882,0.360294118,-0.430147059,1.26102941,0.266544118,-0.011029412,0
3132,Kentucky,Iowa St,2012,-7,3.48897059,0,2.44852941,1.18198529,-3.139705882,-7.93382353,1.73161765,1.18014706,1.65625,0.74264706,-1.35845588,-1.17830882,0.448529412,5.981617647,-1.50367647,11.20772059,0.253676471,1
3133,Duke,Iowa St,2012,-6,4.32765152,0.060606061,0.88257576,0.86647727,-0.753787879,-1.76893939,3.31628788,4.04734848,1.06534091,-1.20833333,-2.13920455,-0.34943182,0.367424242,1.21780303,2.11931818,2.591856061,0.130681818,1
3134,Baylor,Iowa St,2012,-5,1.08522727,0.03030303,1.21590909,0.59375,-2.147727273,-5.52651515,0.80113636,-1.01325758,1.27746212,-1.96590909,0.13352273,1.31723485,1.761363636,1.823863636,1.57386364,2.53125,0.100378788,1
3135,Indiana,Iowa St,2012,-4,4.08522727,0,1.09469697,-2.1032197,-2.481060606,-8.61742424,4.37689394,3.41098485,-0.05587121,-1.75378788,-1.16950758,0.22632576,0.549242424,0.551136364,1.51325758,5.25852273,0.070075758,1
3136,Wichita St,Iowa St,2012,-3,3.71572581,0.129032258,2.51209677,1.62600806,-1.875,-4.47177419,0.56653226,-1.34072581,0.05947581,1.09274194,-0.0453629,-0.43447581,0.125,1.155241935,0.96975806,7.69254032,0.151209677,1
3137,UNLV,Iowa St,2012,-2,2.75,0.15625,1.84375,2.59375,-0.5625,-1.0625,-0.375,-0.6875,0.46875,0.375,2.96875,1.1875,2.25,2.0625,1.3125,3.125,0.0625,1
3138,Notre Dame,Iowa St,2012,-1,-6.70265152,0.121212121,-1.96590909,-2.34564394,-2.450757576,-3.85984848,-0.32007576,-1.31628788,-0.57102273,-2.11742424,-0.10890152,-2.50094697,-0.693181818,0.611742424,-2.30492424,-1.49905303,-0.020833333,1
3139,Syracuse,Connecticut,2012,-8,5.72727273,-0.060606061,2.21212122,3.33333333,1,2.21212122,0.3030303,-0.39393939,0.3939394,-2.90909091,2.21212121,-2,3.787878788,0.181818182,0.72727273,9.454545453,0.333333333,1
3140,Ohio St,Connecticut,2012,-7,5.91622103,-0.090909091,2.22459893,1.23885918,-0.540998218,-1.42067736,2.00802139,1.87522282,-0.45098039,-0.45632799,1.36452763,-0.92780749,1.387700535,-3.909090909,1.66488414,10.97860962,0.188057041,1
3141,Florida St,Connecticut,2012,-6,1.48484848,0.03030303,-0.09090909,-0.72727273,0.757575758,1.12121212,0.90909091,0.15151515,-0.66666666,-0.48484849,-1.3939394,3.72727272,1.787878788,-0.96969697,4.36363637,2.696969697,0.121212121,1
3142,Wisconsin,Connecticut,2012,-5,-4.96969697,-0.03030303,-3.24242424,-3.66666667,2.212121212,4.78787879,-0.6969697,-3,-2.636363633,-1.42424243,-1.93939394,-3.57575758,-0.606060606,-3.424242424,-0.18181818,6.272727273,0.121212121,1
3143,Vanderbilt,Connecticut,2012,-4,4.06327986,-0.002673797,-0.65775401,-2.08467023,3.25311943,5.90285205,2.12566845,2.05169341,-1.92156862,-1.39750446,-0.75311943,0.63101604,0.122994653,-2.909090909,1.63547237,3.213903744,0.099821747,1
3144,Cincinnati,Connecticut,2012,-3,-0.34848485,0.026737968,-0.30481283,3.79768271,1.75311943,4.54991088,-1.49197861,-1.71301248,1.16666667,-2.80926917,-0.63547237,-1.95721926,2.299465241,-2.320855615,0.75311943,2.596256685,0.099821747,1
3145,Gonzaga,Connecticut,2012,-2,5.11925709,-0.058651026,-0.42815249,-3.16911046,0.99315738,0.6969697,4.98240469,5.53176931,-1.36559139,0.6461388,0.13587487,0.80938416,0.988269795,-3.618768328,0.76735093,6.046920823,0.200391007,1
3146,Kansas St,Connecticut,2012,-1,2.57086999,0.005865103,-0.52492668,0.25024438,0.315738025,0.37438905,3.30498533,4.82209189,1.89247312,-2.48289346,0.84555229,1.93841642,0.343108505,-2.102639296,5.73509287,2.982404692,0.071358749,1
3147,Southern Miss,Connecticut,2012,0,1.89345063,0.134897361,-1.65395894,2.02443793,0.767350929,1.05180841,4.43401759,4.04789834,1.37634409,-3.06353862,-2.86412513,-1.73900294,0.052785924,-3.973607038,4.799609,-0.211143695,0.135874878,0
3148,West Virginia,Connecticut,2012,1,2.77651515,0.127840909,0.32386364,2.40246212,-0.050189394,1.3844697,2.17897727,2.97632576,2.66666667,-2.14015152,0.98768939,0.32954545,0.681818182,-4.346590909,2.41856061,0.741477273,-0.012310606,0
3149,Texas,Connecticut,2012,2,4.21212121,-0.03030303,-0.63636363,0.78787879,0.363636364,1.30303031,5.12121212,5.18181818,1.09090909,-2.75757576,-1.24242425,0.03030303,1,-3.272727273,5.12121213,1.515151515,0,0
3150,Harvard,Connecticut,2012,3,-3.77951933,-0.056426332,-3.3291536,-8.43051202,0.399164054,0.00731453,2.47962382,1.03343783,-3.781609192,-1.13584118,-0.70950889,-0.02821317,0.043887148,-2.495297806,0.7784744,5.307210033,0.25600836,0
3151,Montana,Connecticut,2012,4,2.39289446,-0.056426332,-0.53605015,-2.80982236,1.019853709,0.45559039,2.44514106,1.86102404,-3.57471264,-1.37722049,0.2215256,-0.13166145,1.285266458,-3.150470219,4.15778475,4.307210032,0.187042842,0
3152,St Bonaventure,Connecticut,2012,5,1.8289345,0.005865103,-1.26686217,-3.29814272,-0.00684262,-0.49657869,4.36950146,3.24144673,-0.94623656,-1.22482894,0.200391,1.64809384,-0.108504399,-2.715542522,4.18670577,0.950146628,0.039100684,0
3153,Loyola MD,Connecticut,2012,6,-1.25473485,-0.090909091,-2.36363636,-2.09753788,-0.393939394,-1.6155303,3.86647727,3.88257576,0.94791667,-3.45265152,-1.60606061,0.92329545,1.963068182,-2.565340909,4.48106061,-0.946022727,0.143939394,0
